,label,industry,year,K_C_V01,K_C_V02,K_C_V03,K_C_V04,K_C_V05,K_C_V06,K_C_V07,K_C_V08,K_C_V09,K_C_V10,K_C_V13,K_C_V14,K_C_V15,K_C_V16,K_C_V17,K_C_V18,K_C_V19,K_C_V20,K_C_V21,K_C_V22,K_C_V23,K_C_V25,K_C_V28,K_C_V29,K_C_V30,K_C_V32,K_C_V33,K_C_V34
6151,VRC,Bất động sản,2016.0,1.927538,0.036211,331.104348,-79868.977939,0.023907,0.060044,0.21658,0.775119,0.337918,0.398157,3.578912,0.306252,0.441446,0.023876,0.408696,-0.001192,7.79084,0.551186,1.81427,0.013497,-7.226298,0.128356,,,,,,
6152,VRC,Bất động sản,2017.0,1.261412,0.863913,1385.170558,,0.602445,0.607823,0.070409,0.408642,0.519368,0.991152,5.803837,0.276939,0.383009,0.084222,0.209569,-0.030343,0.132157,0.153296,6.440401,0.058536,-0.034992,7.470581,99.270523,16.257791,-0.514455,5.11569,1.046483,39.579891
6153,VRC,Bất động sản,2018.0,1.521301,9.669736,3338.114975,,0.534616,0.824883,0.022028,0.102609,0.104066,0.648111,4.658047,0.285167,0.398929,0.251521,0.323716,-0.078436,0.048723,0.250303,3.99516,0.012469,-0.025399,20.524354,0.237705,-0.702901,-0.10161,-0.720538,0.316118,4.107431
6154,VRC,Bất động sản,2019.0,1.371763,2.717341,3144.198458,,0.676035,0.939014,0.008603,0.045895,0.021169,0.719941,5.334812,0.247159,0.328302,0.244987,0.03066,-0.005408,0.009387,0.299769,3.335904,0.003987,-0.00349,106.533963,0.492691,-0.622591,-0.794917,-0.759879,-0.225054,-0.919187
6155,VRE,Bán lẻ,2016.0,1.586211,0.42786,240.898562,-557.782532,0.019907,0.092436,0.049499,0.62126,0.245759,0.215363,12.550981,0.28035,0.389564,0.053385,0.447668,-0.006009,9.352475,0.75758,1.319992,0.07704,-5.482526,0.106924,,,,,,
6156,VRE,Bán lẻ,2017.0,1.492384,0.397344,435.248013,-3749.371794,0.047641,0.136016,0.037278,0.174674,0.124071,0.35026,4.685718,0.315714,0.461376,0.073074,0.169506,-0.005406,3.037509,1.166341,0.857382,0.073457,-1.49562,0.329217,1.660653,0.060074,-0.27418,-0.438716,-0.158104,-0.197501
6157,VRE,Bán lẻ,2018.0,1.600908,0.327964,122.663809,-2780.276405,0.023305,0.126571,0.062853,0.388409,0.036223,0.184125,6.179655,0.263015,0.35688,0.134189,0.253101,-0.022433,10.120652,6.511322,0.153579,0.09413,-6.08158,0.098808,-0.50376,0.29993,1.01784,-0.703832,-0.338621,0.364716
6158,VRE,Bán lẻ,2019.0,1.524409,0.382923,45.835539,-2235.147529,0.027512,0.194459,0.038739,0.290432,0.025789,0.141479,7.497218,0.247922,0.329648,0.156037,0.257508,-0.026861,9.390832,10.018109,0.099819,0.122873,-4.924636,0.106487,0.093698,0.209355,-0.114364,-0.340406,-0.018803,0.184891
6159,VRG,Bất động sản,2016.0,2.590632,-0.649368,5104.113926,,0.0,0.0,0.042518,0.752433,0.467285,0.188113,17.696971,0.353967,0.54791,-0.020316,0.057993,0.0,,0.035755,27.967748,-0.009868,,0.0,,,,,,
6160,VRG,Bất động sản,2017.0,1.874524,0.104084,2140.188476,,0.0,0.0,0.038804,1.2224,0.455688,0.195192,31.501799,0.355052,0.550513,-0.011891,0.09363,0.0,,0.171468,5.831995,0.009804,,0.0,,-2.00789,1.608379,-0.010699,0.285268,-1.760435
6161,VRG,Bất động sản,2018.0,1.687738,0.275815,9851.758464,,0.000191,0.000917,0.050427,0.602916,0.443354,0.208932,11.95612,0.417076,0.715491,-0.006297,0.033366,0.0,82.436681,0.035605,28.086338,0.004929,-56.69487,0.012131,,-0.439542,-0.822892,0.084586,0.109852,-0.403212
6162,VRG,Bất động sản,2019.0,1.467028,0.638617,1329.147047,,0.0,0.0,0.085617,2.148,0.296164,0.474952,25.088462,0.57246,1.338964,0.036877,0.127399,-0.024755,,0.273586,3.655157,0.043185,,0.0,-1.0,12.213955,4.257345,0.00753,0.5113,16.925433
6163,VSA,Vận tải,2016.0,1.89421,0.035858,43.958593,,0.0,0.0,0.215773,0.515362,0.336013,0.544084,2.388441,0.432369,0.761707,0.13711,2.951949,-0.024146,,4.151634,0.240869,0.147578,,0.0,,,,,,
6164,VSA,Vận tải,2017.0,1.893865,0.051763,89.268462,,1e-06,2e-06,0.240279,0.574086,0.332866,0.566311,2.389243,0.422926,0.732881,0.121508,1.419239,-0.018766,985244.129233,4.023123,0.248563,0.142132,-880674.879893,1e-06,,0.004471,0.000818,0.033187,-0.131288,0.445315
6165,VSA,Vận tải,2018.0,1.899059,0.068332,85.602954,,0.0,0.0,0.27373,0.613477,0.340642,0.668767,2.241179,0.448968,0.814777,0.140352,1.530155,-0.028124,,4.270799,0.234148,0.14685,,0.0,-1.0,0.00634,0.064274,-0.003239,0.249753,0.396806
6166,VSA,Vận tải,2019.0,1.898289,0.04733,84.324559,,0.0,0.0,0.326039,0.877034,0.347534,0.641437,2.689966,0.374521,0.598774,0.138459,1.534028,-0.017052,,4.583334,0.218182,0.162012,,0.0,,-0.032541,-0.040689,-0.105338,-0.188111,-0.334968
6167,VSC,Vận tải,2016.0,1.634227,0.287059,24.014244,-1493.157502,0.003864,0.015311,0.138253,1.117631,0.059396,0.252355,8.083967,0.367871,0.581955,0.107738,0.918035,-0.032479,116.821338,7.599656,0.131585,0.165106,-74.091206,0.00856,,,,,,
6168,VSC,Vận tải,2017.0,1.68703,0.229046,44.487237,-2852.704457,0.005393,0.027154,0.085625,0.574989,0.070674,0.198616,6.715229,0.31039,0.450094,0.114921,0.539178,-0.020272,97.451439,7.436531,0.134471,0.164487,-66.952046,0.010262,0.443252,0.030147,0.304185,0.230359,0.168524,-0.039361
6169,VSC,Vận tải,2018.0,1.707289,0.228258,42.695828,-1203.944503,0.008245,0.034025,0.11229,1.029649,0.088875,0.242334,9.169524,0.218761,0.280017,0.153547,0.686458,-0.017444,82.561436,7.659678,0.130554,0.199265,-58.394767,0.012112,0.535101,0.216361,0.338897,0.262659,-0.011624,0.296068
6170,VSC,Vận tải,2019.0,1.756298,0.192587,47.229748,-360.955669,0.011049,0.041602,0.12404,1.145817,0.101424,0.265575,9.237499,0.135033,0.156113,0.158089,0.742917,-0.027235,67.799943,7.385678,0.135397,0.182554,-51.276986,0.014749,0.288358,-0.119139,0.131319,0.097258,0.015413,-0.107332
6171,VSE,Vận tải,2016.0,1.847365,0.108055,229.930228,,0.13659,0.165999,0.086969,0.438993,0.734399,0.822837,5.047681,0.198111,0.247055,0.050341,1.211212,-0.015788,4.267554,0.793719,1.259892,0.088972,-3.616178,0.234326,,,,,,
6172,VSE,Vận tải,2017.0,1.889057,0.071062,279.763638,,0.119794,0.149837,0.031088,0.105539,0.691228,0.799497,3.394825,0.294566,0.417567,0.04709,0.94542,-0.017844,7.267249,1.259462,0.79399,0.096585,-6.460995,0.137604,0.001199,0.239252,0.788834,0.074467,0.24614,0.121263
6173,VSE,Vận tải,2018.0,1.882653,0.063526,396.143194,,0.091616,0.109491,0.003684,0.012151,0.902509,0.836751,3.29878,0.303142,0.435013,0.036358,0.749898,-0.013481,8.025468,0.814689,1.227462,0.086281,-7.083703,0.124603,-0.237715,-0.109594,-0.164247,0.301399,0.057928,-0.24746
6174,VSE,Vận tải,2019.0,1.85544,0.075633,574.126998,,0.125702,0.150571,0.028282,0.103451,0.79714,0.834831,3.657799,0.273388,0.376251,0.036488,0.556528,-0.011629,4.400428,0.693907,1.441115,0.079962,-3.764304,0.227251,0.313147,-0.113021,-0.302189,-0.154665,-0.071278,-0.142766
6175,VSF,Sản xuất thực phẩm,2016.0,1.867588,-0.004776,21.595061,-606.004175,0.357195,0.659132,0.0637,0.138934,0.188636,0.541917,2.181055,0.5812,1.387775,-0.095645,3.23737,-0.005329,4.463018,8.451006,0.118105,0.20846,-3.879416,0.223639,,,,,,
6176,VSF,Sản xuất thực phẩm,2018.0,1.91377,-0.077145,32.500458,-1846.524941,0.317149,0.698557,0.044577,0.093478,0.139038,0.454006,2.097001,0.622451,1.648664,-0.220957,1.87123,-0.033434,6.290623,14.349065,0.069661,0.171247,-5.750666,0.158898,-0.225498,-0.283421,0.148085,-0.357058,0.271295,16.632559
6177,VSF,Sản xuất thực phẩm,2019.0,1.911551,-0.010799,31.432179,-1344.979846,0.168841,0.430965,0.069667,0.17448,0.223719,0.391773,2.504494,0.576833,1.363136,-0.294105,2.082431,-0.008327,13.426213,10.13277,0.0986,0.198621,-12.249829,0.074413,-0.555998,-0.03267,-0.054206,0.341961,-0.40674,-0.867342
6178,VSG,Vận tải,2016.0,2.310599,-0.981454,36.306656,,0.00562,0.085535,0.023471,0.012398,0.047202,0.06571,0.528225,1.90062,-2.110347,-1.498096,0.656545,0.0,42.214391,5.026627,0.198941,-0.073694,-55.326146,0.023689,,,,,,
6179,VSG,Vận tải,2017.0,2.22039,-0.725087,48.432018,,0.005678,0.064429,0.048786,0.021856,0.021388,0.088132,0.448001,2.240067,-1.806408,-1.925801,0.271494,0.0,50.144021,13.312482,0.075117,-0.062752,-61.19527,0.019943,-0.119743,-0.258075,-0.026364,-0.605192,-0.184493,-0.227519
6180,VSG,Vận tải,2018.0,2.038929,-0.492519,95.365631,,0.003642,0.013967,0.038739,0.01688,0.203347,0.260742,0.435735,2.373959,-1.727824,-2.018211,0.443448,0.0,117.415498,2.102796,0.475557,-0.016646,-121.986416,0.008517,-0.31736,-0.717653,0.360772,9.11952,0.377245,0.085753
6181,VSG,Vận tải,2019.0,1.934905,-0.138505,139.696914,,0.00221,0.006157,0.022582,0.011026,0.406853,0.358991,0.488266,2.144046,-1.874091,-1.633275,0.852862,0.0,331.714493,1.80223,0.549206,0.040664,-313.318494,0.002984,-0.200687,-4.216896,1.053013,1.634772,0.020001,-0.364964
6182,VSH,Điện,2016.0,1.404833,0.624406,314.733332,,0.061247,0.173595,0.05245,0.656056,0.126496,0.352815,12.508302,0.536395,1.157007,0.072317,0.164392,-0.00802,1.197598,0.579856,1.724566,0.043655,-0.484828,0.835004,,,,,,
6183,VSH,Điện,2017.0,1.408264,0.609958,429.447513,,0.022222,0.134965,0.022338,0.54327,0.069081,0.16465,24.320573,0.569847,1.324755,0.07115,0.087326,-0.012751,3.509917,1.129074,0.885682,0.046154,-1.432974,0.284907,-0.599014,0.168434,0.185169,-0.396451,-0.337723,0.148016
6184,VSH,Điện,2018.0,1.380245,0.608727,263.289786,,0.03018,0.295679,0.019776,0.36048,0.043538,0.10207,18.228418,0.623813,1.658251,0.068065,0.081228,-0.012118,2.345852,1.626125,0.614959,0.043877,-0.891999,0.426284,0.600988,0.120687,-0.003416,-0.257049,0.547601,0.067861
6185,VSH,Điện,2019.0,1.506918,0.443944,260.321095,,0.011648,0.239663,0.007856,0.075428,0.024798,0.0486,9.601835,0.65198,1.873398,0.076959,0.048225,-0.006056,3.797831,1.783841,0.560588,0.021812,-1.925189,0.263308,-0.561288,-0.434916,-0.053134,-0.352542,-0.282131,-0.482012
6186,VSI,Xây dựng và Vật liệu,2016.0,1.798726,0.119065,102.264214,-20066.296619,0.056617,0.099457,0.171494,0.459954,0.353407,0.569263,2.682045,0.483162,0.934905,0.076545,1.294998,-5.8e-05,11.139536,1.784593,0.560352,0.126941,-8.897435,0.08977,,,,,,
6187,VSI,Xây dựng và Vật liệu,2017.0,1.871246,0.098955,167.957305,-38695.20064,0.024836,0.055171,0.090505,0.253028,0.312055,0.450155,2.795732,0.61062,1.568283,0.067678,0.720449,-0.010837,24.422845,1.943746,0.514471,0.078096,-21.278314,0.040945,-0.370243,-0.11677,0.506071,0.267658,-0.478562,0.147502
6188,VSI,Xây dựng và Vật liệu,2018.0,1.892839,0.056119,133.899173,-47348.4439,0.086391,0.185833,0.08201,0.199897,0.299857,0.464885,2.437462,0.703411,2.371827,0.034474,0.837409,-0.038153,8.762364,2.524503,0.396118,0.08112,-7.823377,0.114124,3.247791,0.268431,0.561781,0.173415,1.130921,-0.135708
6189,VSI,Xây dựng và Vật liệu,2019.0,1.854668,0.058088,186.089895,-35170.45818,0.015693,0.03765,0.045236,0.135621,0.356961,0.416808,2.998078,0.691333,2.239885,0.035038,0.651931,-0.034891,41.759738,1.835842,0.544709,0.09524,-35.690719,0.023947,-0.825004,0.131067,-0.201656,0.146849,0.337327,-0.13674
6190,VSM,Hàng công nghiệp,2016.0,1.845348,0.097423,35.598669,-285.832478,0.016262,0.028746,0.13845,0.460426,0.35879,0.565735,3.325585,0.343866,0.524079,0.147398,3.691763,-0.056162,113.106074,5.126596,0.195061,0.284462,-95.614036,0.008841,,,,,,
6191,VSM,Hàng công nghiệp,2017.0,1.885642,0.042895,78.855943,-224.974393,0.010594,0.018202,0.176344,0.474788,0.453097,0.582029,2.692393,0.38495,0.625884,0.102253,1.893947,-0.026075,172.69776,4.037989,0.247648,0.20923,-152.948324,0.00579,-0.307346,-0.217956,0.108,0.342707,0.370936,-0.534345
6192,VSM,Hàng công nghiệp,2018.0,1.887982,0.054526,72.607151,-360.70791,0.020398,0.039196,0.164264,0.498175,0.343113,0.520424,3.032773,0.382986,0.620708,0.090908,2.0054,-0.036834,94.577469,5.622697,0.177851,0.216109,-83.983045,0.010573,1.0555,0.102656,0.128663,-0.191577,-0.106319,0.430926
6193,VSM,Hàng công nghiệp,2019.0,1.907058,0.048881,60.86267,-801.665414,0.013472,0.029276,0.131914,0.434851,0.330878,0.460181,3.296466,0.434721,0.769039,0.086529,2.042502,-0.039133,137.572919,5.601577,0.178521,0.172263,-124.786562,0.007269,-0.211041,-0.04781,0.172277,0.151951,-0.115934,0.028814
6194,VSN,Sản xuất thực phẩm,2016.0,1.78319,0.04006,9.192894,-109.753781,0.303518,0.53808,0.14284,0.348233,0.123239,0.564076,2.437917,0.423609,0.734932,0.03712,4.951398,-0.035005,8.060766,19.852291,0.049969,0.514976,-6.364073,0.123064,,,,,,
6195,VSN,Sản xuất thực phẩm,2017.0,1.744131,0.041995,21.504639,-179.403709,0.223208,0.332876,0.296574,0.710781,0.15358,0.670543,2.396639,0.459692,0.850795,0.067486,2.400212,-0.037749,9.808071,14.254684,0.069667,0.5488,-7.349377,0.101251,-0.131771,0.25816,0.002651,0.471278,0.299044,0.107457
6196,VSN,Sản xuất thực phẩm,2018.0,1.789015,0.039004,23.254898,-169.220336,0.302176,0.43704,0.219918,0.56874,0.17055,0.691416,2.586147,0.422902,0.732807,0.07933,2.57812,-0.037227,8.533167,15.118805,0.065606,0.527376,-6.787906,0.116238,0.315794,-0.066007,0.215271,0.079331,-0.081909,0.063245
6197,VSN,Sản xuất thực phẩm,2019.0,1.78467,0.045135,23.957866,-143.63903,0.336627,0.463123,0.212574,0.502157,0.184543,0.726863,2.362265,0.450898,0.821156,0.098094,2.743633,-0.044788,7.590482,13.845861,0.07167,0.534715,-6.002031,0.130734,0.259178,0.146042,0.113396,0.223049,0.098928,0.296132
6198,VST,Vận tải,2016.0,2.249611,-0.56928,45.44523,-7544.265479,0.0236,0.226551,0.012409,0.059856,0.084976,0.10417,4.823673,1.268679,-4.721914,-0.616241,0.723345,-0.139126,14.45982,4.015823,0.245139,-0.091921,-18.354817,0.068081,,,,,,
6199,VST,Vận tải,2017.0,2.188326,-0.463921,89.251355,-70010.7847,0.032115,0.254843,0.016873,0.011551,0.107363,0.12602,0.684603,1.679784,-2.471055,-1.151259,0.455193,-2.5e-05,13.941095,4.170185,0.236167,-0.092497,-16.821242,0.070644,0.036226,-0.233765,-0.050353,-0.037928,0.063164,-0.185846
6200,VST,Vận tải,2018.0,2.06493,-0.42338,108.959096,-146759.915024,0.034972,0.276349,0.033143,0.01772,0.161222,0.126551,0.534669,2.061609,-1.941966,-1.635099,0.453042,0.000109,13.97742,3.031983,0.323393,-0.042079,-15.180646,0.070151,-0.10495,-0.626079,-0.192245,0.234258,0.031435,-0.18104
6201,VST,Vận tải,2019.0,2.058328,-0.306275,107.620874,-214295.21382,0.034081,0.24934,0.060121,0.025779,0.118776,0.136687,0.428779,2.656558,-1.603661,-2.380807,0.497844,0.0001,16.040437,4.60263,0.213566,-0.041913,-17.270221,0.061281,-0.228329,-0.211297,-0.122111,-0.416633,0.136073,-0.359376
6202,VT1,Bán lẻ,2016.0,1.863171,-0.085108,47.757655,-1958.70204,0.005037,0.016381,0.049437,0.146606,0.232769,0.307466,2.96549,0.466345,0.873871,-0.06386,1.821143,0.0,176.609332,3.821377,0.261686,0.12171,-152.444017,0.005662,,,,,,
6203,VT1,Bán lẻ,2017.0,1.78244,0.077566,123.662394,-3345.013333,0.004904,0.015395,0.217646,0.639779,0.101414,0.31857,2.939541,0.395267,0.653622,-0.027625,0.523153,-1.4e-05,104.802849,5.068125,0.197312,0.111821,-82.001939,0.009542,-0.081844,-0.133684,-0.50611,-0.589183,-0.578449,-1.496571
6204,VT1,Bán lẻ,2018.0,1.757657,0.089491,73.564348,-2691.464291,0.011589,0.033407,0.195141,0.964026,0.153097,0.34691,4.940151,0.326812,0.485469,0.020436,0.652492,-0.012106,54.766068,4.145756,0.241211,0.153816,-41.493899,0.018259,1.332471,0.357707,0.180256,0.490041,0.217672,0.406238
6205,VT1,Bán lẻ,2019.0,1.637144,0.108632,149.33195,-1768.394767,0.0,0.0,0.206548,1.269141,0.129268,0.312233,6.144534,0.239706,0.31528,0.037388,0.379084,-0.013859,,2.825063,0.353974,0.132511,,0.0,-1.0,-0.22211,-0.563104,-0.237589,-0.089412,-0.369339
6206,VTA,Xây dựng và Vật liệu,2016.0,1.874572,0.049377,8.054652,-702.635789,0.365093,0.683598,0.073889,0.112316,0.082339,0.534075,1.520062,0.737362,2.807521,-0.241795,3.746265,-0.014336,5.110001,22.657715,0.044083,0.232085,-4.474313,0.195465,,,,,,
6207,VTA,Xây dựng và Vật liệu,2017.0,1.889833,0.032702,15.227661,-1564.658622,0.41357,0.779715,0.042856,0.06536,0.065049,0.530412,1.525133,0.704235,2.38106,-0.190906,1.769056,-0.042331,4.187121,26.620995,0.037499,0.18809,-3.732326,0.238412,0.174125,-0.159986,-0.020584,-0.181157,-0.041868,-0.362831
6208,VTA,Xây dựng và Vật liệu,2018.0,1.879015,0.044836,22.193456,-1287.376758,0.300424,0.569888,0.067246,0.115239,0.151294,0.527163,1.713698,0.688797,2.213339,-0.102356,1.842798,-0.051414,5.654216,11.227551,0.088964,0.203792,-4.975867,0.176656,-0.145163,0.27503,0.139653,1.737029,0.135897,0.582676
6209,VTA,Xây dựng và Vật liệu,2019.0,1.870372,0.037509,31.275423,-1351.417628,0.379877,0.755228,0.041692,0.06854,0.06981,0.502997,1.643966,0.660814,1.948233,-0.059462,1.290009,-0.030124,3.312563,18.025607,0.055373,0.16106,-2.888583,0.301315,0.311766,-0.180123,-0.238495,-0.521322,-0.073055,-0.357078
6210,VTB,Hàng hóa giải trí,2016.0,1.90894,0.025777,108.732379,-113.361707,0.259241,0.287577,0.015253,0.021208,0.571362,0.901464,1.390361,0.728705,2.686026,0.047666,1.967797,-0.015602,3.699238,1.678433,0.592941,0.083132,-3.378563,0.269032,,,,,,
6211,VTB,Hàng hóa giải trí,2017.0,1.892865,0.029391,197.177592,-166.826575,0.152852,0.171872,0.023724,0.033646,0.620941,0.889334,1.418266,0.714699,2.505072,0.033561,1.124016,-0.025567,7.628075,1.877739,0.529951,0.119799,-6.844315,0.130453,-0.472629,0.288942,0.068351,-0.027953,0.178698,0.239977
6212,VTB,Hàng hóa giải trí,2018.0,1.784668,0.044605,236.896326,-96.227027,0.240618,0.285386,0.005797,0.010801,0.550799,0.843133,1.863139,0.551768,1.230989,0.06394,0.934683,-0.023649,4.77363,2.085377,0.472691,0.234296,-3.799906,0.206497,0.039669,0.291659,-0.422784,-0.414159,0.238769,-0.012592
6213,VTB,Hàng hóa giải trí,2019.0,1.63773,0.057567,165.71814,-122.024365,0.40919,0.578044,0.053687,0.173901,0.208438,0.707888,3.239151,0.382237,0.618744,0.068342,0.93006,-0.024107,2.64601,5.194455,0.188147,0.376213,-1.726601,0.369356,0.209049,0.141607,-0.450632,-0.730951,0.191073,-0.135081
6214,VTC,Viễn thông cố định,2016.0,1.868411,0.031236,66.343751,-628.62598,0.214795,0.261053,0.118583,0.211805,0.543221,0.822803,1.786123,0.565574,1.30189,0.03717,3.033979,-0.021079,6.956885,2.750824,0.363527,0.196635,-6.041434,0.143742,,,,,,
6215,VTC,Viễn thông cố định,2017.0,1.885327,0.040087,186.013056,-2574.532727,0.105705,0.113479,0.0753,0.095128,0.758263,0.931492,1.263313,0.79157,3.797766,0.04001,1.360633,-0.03405,9.353817,1.303963,0.766893,0.113382,-8.281189,0.106908,0.071392,0.255342,0.468591,2.038924,0.091226,0.848764
6216,VTC,Viễn thông cố định,2018.0,1.8731,0.031637,247.760303,-3329.242778,0.122096,0.13035,0.105082,0.130869,0.713489,0.936682,1.245406,0.802951,4.074873,0.043007,1.087505,-0.054588,8.481489,1.451397,0.688991,0.131412,-7.405192,0.117904,0.264985,0.269313,0.131173,0.030499,0.401463,-0.094786
6217,VTC,Viễn thông cố định,2019.0,1.905047,0.022103,205.413481,-3106.887369,0.097144,0.103214,0.087974,0.107186,0.741463,0.941193,1.218383,0.82076,4.579104,0.042264,1.312573,-0.034607,12.548695,1.644089,0.608239,0.11575,-11.357165,0.07969,-0.099812,-0.003435,0.380596,0.175765,0.166734,-0.069511
6218,VTD,Du lịch & Giải trí,2017.0,1.979198,-0.00596,422.208257,,0.0,0.0,0.15979,0.352954,0.819214,0.93799,2.208863,0.452722,0.827224,-0.171006,0.810022,-0.00603,,0.432251,2.31347,0.007366,,0.0,,,,,,
6219,VTD,Du lịch & Giải trí,2018.0,1.958729,0.030246,86.940792,,0.0,0.0,0.103668,0.178268,0.448382,0.522423,1.719608,0.581528,1.389646,-0.066326,2.534755,-0.030383,,4.687657,0.213326,0.086747,,0.0,,16.448464,7.610557,-0.189064,0.061927,-45.62677
6220,VTD,Du lịch & Giải trí,2019.0,1.9329,0.041844,106.145427,-31398.277514,0.0,0.0,0.030641,0.098842,0.746546,0.724281,3.225834,0.309997,0.44927,0.025768,2.281992,-0.019138,,2.140557,0.467168,0.107227,,0.0,,2.030399,0.813699,3.081829,1.650712,1.578676
6221,VTE,Thiết bị và Phần cứng,2016.0,1.926313,0.015158,44.53626,-1029.702916,0.322119,0.347906,0.080368,0.143784,0.523886,0.92588,1.789067,0.558951,1.26732,-0.002449,4.310458,0.0,6.664525,4.097785,0.243252,0.151795,-6.193288,0.149567,,,,,,
6222,VTE,Thiết bị và Phần cứng,2017.0,1.928365,0.010328,105.806507,-2503.829402,0.41584,0.446636,0.108607,0.200343,0.395238,0.931048,1.844656,0.542107,1.183914,0.00746,1.592799,-0.006695,3.836642,4.036627,0.246898,0.109286,-3.573835,0.259767,0.276707,-0.287984,-0.263277,-0.253888,-0.231834,-0.499202
6223,VTE,Thiết bị và Phần cứng,2018.0,1.938936,0.004747,76.356723,-2396.459666,0.481074,0.516803,0.049776,0.091179,0.394104,0.930865,1.831778,0.545918,1.202244,0.006886,1.88903,-0.003754,3.911492,4.774664,0.209248,0.113296,-3.675986,0.255424,0.162892,0.042085,0.196131,0.002319,0.131135,-0.455129
6224,VTE,Thiết bị và Phần cứng,2019.0,1.932274,0.011048,69.148283,-2017.77513,0.447252,0.473127,0.09117,0.17382,0.420783,0.94531,1.906549,0.524617,1.103566,0.016651,2.152079,-0.015287,4.86868,5.174943,0.193228,0.147366,-4.539188,0.205383,-0.093684,0.268015,0.119139,0.040844,0.164982,1.625816
6225,VTG,Du lịch & Giải trí,2016.0,1.518572,-0.035245,46.065102,-172.246584,0.006954,0.032188,0.065892,0.291346,0.152527,0.216033,4.421571,0.3083,0.445714,-0.126501,1.25486,-0.001732,86.901514,3.961784,0.252412,0.290916,-45.06467,0.011507,,,,,,
6226,VTG,Du lịch & Giải trí,2017.0,1.496241,0.008685,77.327144,-392.438247,0.005461,0.023797,0.087662,0.389366,0.111534,0.229471,4.441683,0.300199,0.428979,-0.160926,0.644299,-0.002626,117.443163,5.749993,0.173913,0.323071,-58.280058,0.008515,-0.25231,0.057337,-0.033047,-0.303782,0.03432,-1.248994
6227,VTG,Du lịch & Giải trí,2018.0,1.465572,0.047191,67.006379,-308.870311,0.005981,0.023446,0.084758,0.45359,0.104236,0.255081,5.351607,0.254156,0.340764,-0.125774,0.620223,-0.002107,98.866419,5.672606,0.176286,0.316003,-46.029388,0.010115,0.082352,-0.03338,-0.145162,-0.076421,-0.167676,3.950916
6228,VTG,Du lịch & Giải trí,2019.0,1.507293,0.062137,72.417489,-259.695303,0.006248,0.021788,0.082222,0.548787,0.118729,0.286767,6.67448,0.219299,0.2809,-0.117473,0.588946,-0.02344,91.204744,4.799638,0.208349,0.280772,-46.267573,0.010964,0.013985,-0.137619,0.019232,0.10554,-0.131372,0.231664
